athlete_id,event_std,splitsMissing,maxConsecutiveSplitsMissing
FFBC814F,media,0,0
8F17396Y,media,0,0
91Z359DZ,media,0,0
4D831Z6B,media,2,1
Z6989F5F,media,0,0
Y394F3F7,media,0,0
42BBYZ5B,media,0,0
46AA3772,media,0,0
D1BZ4D82,media,0,0
F49145F2,media,0,0
8635B6Z5,media,0,0
ZY999AAA,media,0,0
C463F7ZY,media,0,0
B628ZZF9,media,0,0
Z94CC8BA,media,1,1
CB9YA15A,media,0,0
31DBZ9D6,media,0,0
6CB947Z7,media,0,0
213A34AZ,media,0,0
1B9ZZB64,media,0,0
33Z6AYA6,media,0,0
CZA38461,media,1,1
YAD4198B,media,0,0
54AD1DDD,media,0,0
361313FZ,media,0,0
74C7CF9Z,media,0,0
2843Z766,media,0,0
BF12ZA85,media,0,0
1C5Y3288,media,0,0
B9D84CA9,media,0,0
9Y9C54B6,media,0,0
594574AA,media,0,0
F356C7AA,media,0,0
B57D247D,media,0,0
B9ACA64A,media,0,0
A328A957,media,0,0
3756D9F2,media,0,0
3D7CC9Y6,media,0,0
6DY69922,media,0,0
6ZA16679,media,0,0
18A13C41,media,0,0
7F5CC31D,media,0,0
3CDA95CF,media,0,0
ZZA21Z34,media,0,0
92372F81,media,0,0
5319Z1D8,media,0,0
YBBCFAB9,media,0,0
9Y9BDYA5,media,0,0
A84598C4,media,0,0
16B25ACA,media,0,0
CA7A2C72,media,0,0
4FZF9DZF,media,0,0
Z27FAD7B,media,0,0
14C58B5F,media,0,0
9Z11CZA9,media,0,0
8BCD8AY4,media,0,0
AD9BY83F,media,0,0
168B6ZF2,media,0,0
52D38C84,media,0,0
C9DD1866,media,0,0
7F5FAA56,media,0,0
ZAY83597,media,0,0
3FD78A5C,media,0,0
29Z2C8CD,media,0,0
37BCYFD4,media,0,0
F78Y35A1,media,0,0
YZ19C42D,media,0,0
6FB2ZC9C,media,0,0
936Y94Z3,media,0,0
BDCD8962,media,0,0
6B8YAY27,media,0,0
Z2612Z3Z,media,0,0
D6Y4AC55,media,0,0
411DC3ZD,media,0,0
Z1Y72ADZ,media,0,0
37Y2174D,media,0,0
994A5D84,media,0,0
44A83D85,media,0,0
F699D1B3,media,0,0
561A21D4,media,0,0
D4DBAF2Y,media,0,0
5A73C55A,media,0,0
6B41DDDZ,media,0,0
7679A1FF,media,0,0
CD12D9ZZ,media,0,0
F3BC4BCB,media,0,0
2Z9BY49Y,media,0,0
2YFYZ2AZ,media,0,0
633DZB25,media,0,0
59913Z92,media,0,0
D3426874,media,0,0
19D5Z8Z2,media,0,0
42Z9C49A,media,0,0
BD1F3B76,media,0,0
D1792747,media,0,0
68CAFDFF,media,0,0
625F439C,media,0,0
714ABABD,media,0,0
2A1888C1,media,0,0
43A4Y75D,media,0,0
5F9DBD83,media,0,0
74YZ7Z48,media,0,0
8D1YB34A,media,0,0
7Z46A929,media,0,0
AAZYA48B,media,0,0
L4492432,media,0,0
519ZBA2D,media,0,0
6YCBDA3F,media,0,0
75195ZYB,media,0,0
5Z66Y7AD,media,0,0
Y4776B58,media,0,0
B262Y121,media,0,0
4Y93ZB5F,media,0,0
94ZZ8A2F,media,0,0
9944D4D7,media,0,0
ZBDC9Y86,media,0,0
FA78724F,media,0,0
L3516533,media,0,0
L4832977,media,0,0
897Y17F5,media,0,0
17C92C64,media,0,0
7F729313,media,0,0
Z7BD9D32,media,0,0
46Z4Y492,media,0,0
7296Y362,media,0,0
68426FFF,media,0,0
DAZCZD79,media,0,0
A4Z2847Y,media,0,0
5641894A,media,0,0
128Y9299,media,0,0
DBB164AF,media,0,0
6FBFDBB2,media,0,0
712FC947,media,0,0
B9YZ32C2,media,0,0
874Y5B18,media,0,0
62YF9266,media,0,0
17211Z3C,media,0,0
993B37Z5,media,0,0
AY59949Y,media,0,0
2YCD627Z,media,0,0
D2A68A48,media,0,0
Z6B8DY8A,media,0,0
9ABZ61Y9,media,0,0
6F462255,media,0,0
99A3A86F,media,0,0
Z84Y1ZY3,media,0,0
297B9832,media,0,0
AY5A2862,media,0,0
Y598BB36,media,0,0
7FFAF2BC,media,0,0
Z64F697D,media,0,0
4B685Y81,media,0,0
2A91BY99,media,0,0
7DYZ25AY,media,0,0
8B4ZD674,media,0,0
C681Z149,media,0,0
9FCD5AY9,media,0,0
A74F6633,media,0,0
384Z3FYB,media,0,0
L3291496,media,0,0
L1338663,media,0,0
58Z37D51,media,0,0
1D8ZBA77,media,0,0
52BD3B13,media,0,0
37555BB3,media,0,0
65C24A9A,media,0,0
A48CF5D8,media,0,0
533863YD,media,0,0
22A918CD,media,0,0
C31DC1A2,media,0,0
ZYC6761C,media,0,0
DFA29A2C,media,0,0
CFY2D2D9,media,0,0
YBF11B81,media,0,0
AYC6A2YD,media,0,0
25ADY5AZ,media,0,0
4YY7BC42,media,0,0
7A7ABY5D,media,0,0
Y94F517F,media,0,0
4BA4A299,media,0,0
B7593198,media,0,0
5ZDF3ZB9,media,0,0
D4248572,media,0,0
ZDY9AD8Z,media,0,0
BF738651,media,0,0
FCDA1DDF,media,0,0
AZY5686D,media,0,0
8F8Z8Y84,media,0,0
B1A9C243,media,0,0
B5CB2779,media,0,0
B46F2558,media,0,0
A7AA17C6,media,0,0
3BYY6AZC,media,0,0
YB2BYF87,media,0,0
546D7Z49,media,0,0
5D9A954D,media,0,0
236FF85A,media,0,0
Z3698FA1,media,0,0
51C57Y55,media,0,0
Y9F9YC85,media,0,0
9Z756979,media,0,0
F41D6YA9,media,0,0
44A1YC75,media,0,0
2DYZ2Z77,media,1,1
3YZAA1Y9,media,0,0
A583661Y,media,0,0
378Z28Z9,media,0,0
8Y8D51B1,media,0,0
1Z6691D1,media,0,0
3C3Y915D,media,0,0
YBA67999,media,0,0
92342CD6,media,0,0
9A2YYB1B,media,0,0
13DC3Z23,media,0,0
Y125A843,media,0,0
93D8F784,media,0,0
F18837FC,media,0,0
936F3ZY6,media,0,0
D3A1A55Y,media,0,0
Y2614221,media,0,0
Y1C198AF,media,0,0
L299587D,media,0,0
BZ2D7487,media,0,0
C68C965A,media,0,0
598F2Y83,media,0,0
35C4D4ZD,media,0,0
2BD6558F,media,0,0
882DY78Z,media,0,0
F96FD18C,media,0,0
73F8C733,media,0,0
DB3AYF8Z,media,0,0
5Z7Z23B3,media,0,0
BCY23255,media,0,0
163Y34F2,media,0,0
829Z6959,media,0,0
4FYF4Z27,media,0,0
37AZBF3A,media,0,0
911B6Z88,media,0,0
1C361323,media,0,0
9AFA1154,media,0,0
YBC7D288,media,0,0
3918B98B,media,0,0
F121D6YY,media,0,0
6324ZABC,media,0,0
9F116ZAD,media,0,0
82AB1A2B,media,0,0
912641A5,media,0,0
56D8631B,media,0,0
8ZZ5338B,media,0,0
9F931F5A,media,0,0
8BZ42ZF6,media,0,0
29Y7YA56,media,0,0
9YZC1Y56,media,0,0
CD1794C8,media,0,0
Y3F8DA26,media,0,0
ZF6767F7,media,1,1
B9ZZ4A84,media,0,0
719D585F,media,0,0
635BAD68,media,0,0
26D661D5,media,0,0
8C115ADA,media,0,0
YY3Z6622,media,0,0
ZZF3153F,media,0,0
YC1D5DZ1,media,0,0
ZFB1115B,media,0,0
4BD9D5BZ,media,0,0
F1BB3Z9Z,media,0,0
4AAY42A5,media,0,0
Z376Z4ZY,media,0,0
A539Y49B,media,0,0
19ZD2CA1,media,0,0
834ZC3C5,media,0,0
L3947989,media,0,0
5ABA46F8,media,0,0
AABFCDA5,media,0,0
5CFBF522,media,0,0
43Z56D39,media,0,0
2YBFDB48,media,0,0
L577717D,media,0,0
A463CZCA,media,0,0
B8A99B39,media,0,0
7471A2AA,media,0,0
77A5FZ1F,media,0,0
918C214D,media,0,0
62YAA7AY,media,0,0
C2215F15,media,0,0
122FBD74,media,0,0
Y54ZC86F,media,5,5
7662Y754,media,0,0
4FD15F35,media,0,0
816A679D,media,0,0
AD71C53Z,media,0,0
YY41FDC1,media,1,1
9ZZ19DF1,media,2,1
668C4114,media,0,0
921Y5B4A,media,0,0
YZB464BC,media,0,0
F26FAY28,media,4,4
8ZFF63CY,media,0,0
74B3Z13F,media,0,0
B54B5D38,media,0,0
9BA4ZZ8C,media,0,0
4C97YC5D,media,0,0
B659F23A,media,0,0
9FF2BY6A,media,0,0
6YAYD21F,media,0,0
DZ7F1DYY,media,0,0
B617451Y,media,0,0
899812FY,media,0,0
2Z76YC99,media,0,0
YAFA3AAC,media,0,0
36B979B3,media,0,0
2FF2BZ4C,media,0,0
DB64Z1FC,media,0,0
C78AD466,media,0,0
6D46352Y,media,0,0
4B2696B6,media,0,0
D4C941Y1,media,1,1
1B4D99Z3,media,0,0
45F1DFFY,media,0,0
YZDDF9D2,media,0,0
L4225891,media,0,0
CB529ZZ3,media,0,0
7F34B625,media,0,0
D9FZ9Z4Z,media,0,0
FA5Y51DA,media,0,0
FFAZ1524,media,0,0
298CZB9B,media,0,0
ZYZFF596,media,0,0
4B8Y95F8,media,0,0
ZYFBYDB1,media,0,0
C6D8F732,media,0,0
D6793152,media,0,0
34Y4ZFFD,media,0,0
BBCYC3DC,media,0,0
8353FB56,media,0,0
55CBCB2F,media,0,0
4D9D2A6F,media,0,0
YF2Z37C3,media,0,0
