
=== Carrera b228b93e-2a15-4123-baf9-ca0915165c6a, Evento Mitja, Split 10K ===
       athlete_id                                         club  edad  time_split_sec
86355    918Z33FC                            Independiente  28.0        2565.096
50677    91FC83FD                            Independiente  56.0        2873.519
3376     92342CD6                            Independiente  29.0        2611.483
156110   926185Y6                            Independiente  25.0        2532.409
13522    92748ZF1                            Independiente  26.0        2560.569
134931   929Y3Z9Y                          Snøgg Friidrett  30.0        1013.591
85054    92C148B5                     Galway City Harriers  72.0        2534.556
140020   92C85BB9                          All in run club  22.0        3879.576
125019   92CZ523Y                            Independiente  29.0        1018.546
27070    92Z78AF7                            Independiente  43.0        1001.947
63165    9316FAF4                            Independiente  32.0        2518.669
151737   931FDADD                            Independiente  31.0         923.464
78547    93ZY4189                            Independiente  21.0        4238.137
71999    944839Z7                            Independiente  25.0        2690.572
39122    94AZZ786                            Independiente  22.0        3137.006
17473    94C85796                                           52.0        2632.778
63255    94Z3Y693                            Independiente  47.0        2713.787
64181    9523B114                            Independiente  60.0        2864.123
129172   9583Y167                    Castelldefels Outdoor  47.0        2969.954
42937    95A5AB9B                            Independiente  46.0        2923.288
140949   95AA8Y34                          Donore Harriers  27.0         961.590
9383     95DCZ28B                            Independiente  51.0        2548.921
96576    95F6A596                            Independiente  33.0        2644.878
54145    962C8439                                           32.0         929.919
16786    9631FBDA                            Independiente  44.0        2688.494
134895   967ZZ5B3            Royal Whitestar Athletic Club  37.0         979.404
80803    96877Z33                            Independiente  27.0        2907.718
47674    96945Y94                           Esclops d"Azun  23.0         940.979
29994    96D6816Y                            Independiente  58.0        2994.174
155109   9743C5AZ                         Tromso Lopeklubb  38.0         983.853
4166     9748DAYF                            Independiente  33.0        2797.684
50424    9785Y4FD                            Independiente  34.0        3891.876
104081   9799Y493                                     ODTU  32.0        2743.722
38876    979B541D                            Independiente  30.0        2931.504
52304    979B8DBZ      HYGGE RUNNING CONCEPT - BROOKS TEAM  31.0         955.264
58412    979C8D44                                           24.0        2508.629
145811   97CD58FC                            Independiente  49.0        2648.840
71903    97Y52681                            Independiente  27.0        1007.633
47232    986Z9F8D                        LA RUMEUR DE FESS  56.0        3615.983
122522   988ZF5YD                     BROOKS TRAIL RUNNERS  28.0         995.530
71806    98AB4Y58                            Independiente  27.0        4744.286
131322   991B7ZB2                            Independiente  43.0        2837.757
24085    9A29YZBC                            Independiente  34.0        2629.954
112713   9A7253DB                            Independiente  32.0        3892.075
75529    9A7ZZ861                                           30.0        2543.907
105393   9AZ6FC5Z                     The Kenyan Urban Way  45.0        2637.278
138048   9B338Y5A                              TEAM MISANO  32.0         972.799
136301   9B949Y91                            Independiente  56.0        2943.003
160740   9BC8B1A6                            Independiente  66.0        4220.196
67237    9BF61C13                            Independiente  33.0        2705.867
34388    9C3YY688                            Independiente  34.0        2595.809
140361   9C4AYBDB                            Independiente  32.0        2613.312
2017     9C59Z6FC                            Independiente  47.0        2707.444
134411   9C7C37ZD                                           31.0        2519.553
83071    9D1DD894                            Independiente  59.0        2509.237
130353   9D75AFA3                            Independiente  27.0        2571.714
155936   9DZ41AB1                            Independiente  27.0        2578.572
7565     9F8FB768                                           39.0        3543.841
86630    9FA7B745                                           37.0        2677.083
150963   9FBD2113                            Independiente  22.0        2518.942
85427    9FF11C59                            Independiente  52.0        2566.368
155332   9FFC82ZZ                                           33.0         968.834
17199    9Y1186A5                            Independiente  29.0        2615.679
65455    9Y3C5A2C                            Independiente  33.0        3461.280
47393    9Y3D3A64                                LA MANDRA  32.0        4202.046
71448    9Y77Y387                            Independiente  25.0        2566.174
20699    9YBA7168                                           20.0        2666.473
145047   9YZ3283C                            Independiente  47.0         982.282
17953    9Z5ZB922                                           41.0        2615.705
142805   9ZA569YD                                     CNAB  78.0        2609.102
130391   9ZB51D96                            Independiente  21.0        2894.343
91694    9ZZ1BC7Y                      INCLUYENDO SONRISAS  38.0        2595.990
103239   A1416CF3                            Independiente  29.0        2631.240
53582    A15FZB85                                   PCteam  32.0        3714.559
8926     A171D2YA                      New Marske Harriers  71.0        2580.518
121404   A1CA3B26                            Independiente  51.0        2606.651
160681   A2247F2B                            Independiente  29.0         953.075
43556    A2266YY8                            Independiente  34.0        2570.672
151569   A22BF2B9                                           24.0        3570.125
127238   A24D2CC6                Bellahouston Road Runners  31.0        3179.687
120375   A2687ZB1                          Lyon Athletisme  32.0        1025.201
67638    A26A3B4B                            Independiente  26.0        2522.445
143094   A2CAB8Y1                                           62.0        2601.891
116005   A3516756                            Independiente  58.0        2726.351
46114    A3741CC7                            Independiente  21.0        2767.168
51067    A45D79Z1                            Independiente  28.0        3199.079
62643    A4723ZAF                   Hedge End Running Club  58.0        2685.776
65730    A4BAFY13       C.D. ATLETISMO BRIVIESCA-NORPETROL  43.0         999.612
13832    A4DDDDDB                            Independiente  36.0         958.533
35963    A5378AY5                            Independiente  22.0        3092.570
110866   A55F7DZB                 CA ALBACETE - DIPUTACIÓN  33.0         990.986
137606   A5697AA4                            Independiente  24.0        4848.331
103480   A5761B4A                       North East Project  27.0         978.198
123816   A5849471                            Independiente  47.0        4161.882
128033   A5Z6ZAAZ                        Maratonkameratene  28.0        1020.809
102839   A62F3F98                              BROOKS TEAM  31.0        1000.135
141419   A6CF1856                            Independiente  25.0        3144.523
70188    A6D76F7F                            Independiente  26.0        4827.449
124175   A72Y6132                            Independiente  27.0        3562.568
156008   A75D425Y                            Independiente  31.0        2572.591
8294     A7A7158B                  CUATRECASAS SPORTS CLUB  34.0        2925.844
126201   A7AZD72Z                            Independiente  37.0        2799.304
6208     A7B87ZC6                         AZS Politechnika  37.0         992.415
27837    A7Y81ACY             Entente Athlétique de l"Arve  35.0         921.475
78107    A8F47585                             SV Brackwede  31.0        1003.558
146943   A9173572                            Independiente  25.0        2589.354
112952   A958Z9F1                 Tunbridge Wells Harriers  34.0         993.307
83967    A9841Z5F                            Independiente  25.0        2864.471
93715    A98Y455Y                            Independiente  45.0        4318.221
29759    A9B14CAD                            Independiente  29.0        2522.473
131771   A9Y41A1B                       Nuñez Run Talavera  29.0         894.106
125891   AA218738                       ACTION RUN BY VINI  40.0        2520.465
144454   AAB7FA8D                            Independiente  23.0        3021.709
124128   AAC2ABB3                            Independiente  34.0        2620.047
39872    AADAY219                            Independiente  41.0        2655.618
94776    AAF16666                            Independiente  50.0        2562.857
49366    AAYY3Y28                                           35.0        2771.199
106286   AAZB95AF                            Independiente  35.0        4104.223
46602    AB34B2ZF                            Independiente  24.0        3442.841
2011     AB83ZBC2                            Independiente  32.0        2761.836
130760   AB91Y7C4                            Independiente  24.0        4175.104
64752    ABA2Z3CZ                                 Athle632  23.0        1005.075
143804   ABZ6ZYCZ                            Independiente  24.0        2535.538
29511    ABZA9ZY8                                    BUNGE  31.0        2769.263
138227   AC12A925                            Independiente  54.0        2780.222
11863    AC263852                                      Jam  42.0        1015.511
128745   AC68Y46Y                            Independiente  53.0        3285.798
30851    ACA393Y8                            Independiente  27.0        3345.418
145299   ACA965F1                                     Eamh  35.0         968.895
51694    ACZCZ5CC                            Independiente  32.0        2684.390
91299    ACZYYD94                            Independiente  30.0        2540.558
156818   AD37246Z                            Independiente  22.0        2830.765
52030    ADB933AC                            Independiente  26.0        2558.962
1526     ADDB598F                     BROOKS TRAIL RUNNERS  31.0         962.181
41250    AF55D23C                            Tomrefjord IL  26.0         990.946
94271    AFAF9Y71                FUN RUNNERS CLUB ESPORTIU  30.0        2551.878
10141    AY4C3D5D                          TheSquadRunning  40.0        2526.908
65904    AY523A18                            Independiente  34.0        2736.846
83402    AY794527                            Independiente  24.0        3529.990
81497    AY9AFAA6                            Independiente  36.0        6443.591
40830    AYA975ZB                                   RUN4US  45.0        2851.254
130802   AYBD5AZ7                            Independiente  62.0        2691.005
97445    AZ6331C2                            Independiente  21.0        2837.092
18582    AZA7AD2Y                            Independiente  55.0        2536.979
115842   AZAD7BBB                  Ferencvárosi Torna Club  25.0        1013.944
89609    AZB1D2ZC                         Morpeth Harriers  28.0         947.532
45270    AZBA8Z1Z                        adrianbednarek.pl  34.0         952.229
25659    AZC54D47                    Riberal Athletic Club  37.0        2617.306
116688   AZCDB4A4                            Independiente  51.0        2542.181
136409   B1BY1613                            Independiente  41.0        2608.814
66389    B1F3F63B                            Independiente  39.0        4061.436
20152    B278241C                            Independiente  29.0        2908.509
57759    B2AFB231                            Independiente  49.0        2666.167
8418     B2C5F672                            Independiente  40.0        2738.382
126333   B2F2326F                            Independiente  28.0        2688.427
64446    B36YCYF5                            Independiente  28.0        3149.879
110801   B3BC4FZ6                    Ackworth Road Runners  46.0        2595.256
19356    B3DCY4B4                                 SK VIDAR  24.0         972.650
82915    B42B1C15                            Independiente  59.0        3748.970
58872    B4AC91Z4                         Les Croupiers RC  24.0         940.813
54139    B4FC55FA                          ARMADOC Aveyron  36.0        1021.462
121038   B4Y83CZZ                            Independiente  49.0        2708.855
160328   B4ZY1BFD                                           32.0         911.798
30857    B534Y2C7                            Independiente  21.0        2829.568
41055    B5464991                            Independiente  29.0        2540.328
109633   B59FAYCF                            Independiente  24.0        2921.586
50096    B5B4B1A2                            Independiente  35.0        2522.979
153400   B5FZ5818                            Independiente  36.0        4359.156
21976    B5Y9C1FA                            Independiente  49.0        4823.920
35794    B66C3996                            Independiente  47.0        2548.379
88272    B6C98189                            Independiente  39.0        2522.043
117091   B6FC638F                          PAC (Rotterdam)  36.0         959.603
150198   B83886C1                            Independiente  37.0        3072.934
151891   B8YZ55D1                                      RHI  27.0        2540.166
95170    B919A72F                                    Asics  31.0         929.550
160941   B92Z12BZ                           CA PALAFRUGELL  34.0        1002.123
20020    B968Y329                            Independiente  33.0        2878.477
123990   B9756YY8                            Independiente  45.0        3724.383
118710   B982B45C                               Jølster IL  23.0        1002.091
71944    B99D6C53                            Independiente  32.0        2804.115
133645   B9D1FC5B                            Independiente  28.0        2663.320
8661     B9Y8Y1D1               TRANSPERFECT CA TMB AFANOC  20.0         882.621
23562    B9YBC7B7                            Independiente  53.0        3007.175
136571   BA2BD916                            Independiente  37.0         940.518
71059    BA5CA398                         I Run With Leiva  26.0        2927.693
110478   BAD1F122                               C.A ALHAMA  36.0        1010.688
34690    BAF9DD16                            Independiente  24.0        2547.194
155167   BB478268                            Independiente  43.0        3001.152
161661   BB52C5ZY                            Independiente  31.0         986.227
22011    BB8CZZCC                            Independiente  25.0        2843.249
45246    BBDF9YB5                            Independiente  58.0        2574.651
123738   BBZ2F4F6                            Independiente  48.0        2647.708
137251   BC3841D3                            Independiente  20.0        2853.239
79478    BC553Y7C                            Independiente  27.0        2533.753
5666     BC8YY57C                            Independiente  60.0        2618.755
13228    BCB671A7                     BROOKS TRAIL RUNNERS  25.0         942.810
135961   BCBB911A                                 TV Alzey  23.0         988.837
88754    BD2C8FZD                              AGF Atletik  30.0         967.504
75835    BD42F52C                            Independiente  31.0        2639.763
155320   BD6F5C22                            Independiente  24.0        2764.870
128878   BD6Z8ZZ9                            Independiente  56.0        2561.785
13396    BD77CF3D                                     Nike  24.0         887.019
82594    BD9Z6FZ7                            Independiente  26.0        2862.716
57506    BDY245CC                              Kailas FUGA  33.0        1021.863
26211    BDZ42688                            Independiente  24.0         933.655
118564   BF58BAZ8                                           22.0        3031.843
106315   BF9FA4Z3                            Independiente  27.0        3020.175
95122    BFYB982A                            Independiente  27.0        3523.881
64939    BFZB4F8Z                            Independiente  27.0        1003.773
11421    BY114D59                            Independiente  25.0        3296.915
114342   BY2Z9DA1                            Independiente  34.0        2937.841
81376    BY4A6DD3                                           48.0       10312.020
88631    BY4B3BZ2                             Waterford AC  26.0         906.444
48024    BYA77832                            Independiente  26.0        2595.951
108672   BYDCFB3F                            Independiente  54.0        2519.264
128932   BYDZ4269                            Independiente  21.0        2515.286
133151   BYF88F44                                ecla albi  20.0        1023.009
53832    BZ57Y78C                            Independiente  35.0        2766.231
44480    BZ5DZ49C                            Independiente  30.0        3365.961
102719   BZ7F99CY                            Independiente  23.0        3107.579
111922   BZ85718D                             1 TO RUN ASD  39.0        3891.565
126003   BZB94C6D                            Independiente  52.0        3713.857
117472   BZF94CY8                                           23.0        4446.136
117079   BZFY9Z37                            Run Sandymoor  31.0        2604.097
20188    C1FCA236                           OLX Group Team  35.0        2883.839
134509   C22A1Y56                            Independiente  39.0        2754.194
71328    C23B6FZ9                              CDF RUNNERS  37.0        3523.116
14569    C25A9A38                            Independiente  34.0        2533.611
142857   C2YA615B                   Spirit friidrettsklubb  34.0        1001.483
96838    C3934ZYA                Sporting Club de Portugal  32.0         893.791
53025    C3C61D6Z                            Transtriatlon  31.0        3409.222
149655   C3Y3F49F                            Independiente  22.0        2640.819
105399   C43CBZZA                          Reading Joggers  18.0        2541.474
144765   C47C694B                            Independiente  46.0        2667.969
9561     C4Y23Z3F                            Chelmsford AC  25.0        1015.338
130130   C522D28F                                           21.0        4619.000
156435   C52ZY7Y4                            Independiente  53.0        2518.950
132330   C53ACA8Y                            Independiente  39.0        2591.463
37763    C5469D8B                            Independiente  31.0        4174.922
157561   C58D3113       ASICS - ATLETICA VALLI BERGAMASCHE  35.0         893.977
145053   C5B15D93                                           41.0         999.498
137975   C5D16272                              AGF Atletik  29.0        1006.637
128335   C5D93YA6                        ASD Urban Runners  53.0        6998.980
148774   C5Z6AYZB                              Keith Huber  61.0        3105.603
123808   C62FF937                 C.E. LA VESPA DE NOVETLÈ  37.0        1021.508
19956    C662374B                                 SØMNA IL  45.0        1024.896
3080     C681Z149                            Western Tempo  25.0         939.650
35249    C7682C33                            Independiente  31.0        2952.402
7477     C7C9BY18                            Independiente  29.0        3600.046
40942    C7CC751F                            Independiente  24.0        4136.057
154754   C7D9Y182                            Independiente  45.0        4751.053
139903   C82B62CC                      Tigers Running Club  29.0        2507.759
70211    C8622FFF                            Independiente  27.0        3020.368
30458    C8BFD8DZ                            Independiente  31.0        3545.459
149991   C913Z7A2                                 DSG Wien  26.0         968.473
20392    C91963B2                   GRUPPO PODISTICO MELZO  27.0        2831.546
110041   C95DADZF                            Independiente  47.0        2770.620
103841   C9A4B44A                            Independiente  24.0        3222.672
7448     C9B3A84Z                            Independiente  26.0        2548.021
94367    C9BZA8YF                            Independiente  34.0        2640.591
61012    CA3AD7Z5                            Independiente  27.0        3036.939
49072    CAFDF9YC                            Independiente  18.0        2850.030
157233   CB219853                                           31.0         867.324
93536    CB54784F                            Independiente  53.0        2592.366
63612    CB5DD764                         Bilbao atletismo  33.0        1022.117
20531    CB82B45F                            Independiente  66.0        3183.622
99494    CB93C576                            Independiente  59.0        2746.280
49210    CB9A22Z4                              TT VAVREČKA  26.0        1015.754
132537   CBDYZ333                    Futbol Club Barcelona  34.0         961.582
150933   CC1C7A7F                  Big Timber Running CLub  48.0        3187.622
93270    CC6D219D                            Independiente  25.0        3070.902
43964    CC7CD2Y9                         Cárnicas Serrano  36.0        1024.414
118139   CCA31C3C             Club Esportiu Garraf Runners  45.0        3740.668
28644    CCBAADF3                            Independiente  34.0        2682.515
61575    CCBB7C9Y                                      RAF  26.0        1010.966
132402   CCBC72F5                            Independiente  21.0        2519.402
28745    CCD2B2BF                            Independiente  52.0        3014.902
77274    CCFZ32BY                            Independiente  50.0        4841.351
2690     CD12D9ZZ                                     Hoka  32.0         872.025
153629   CD395954                                           46.0        5206.668
133878   CD48319C                                           25.0        1018.815
63872    CD7CD617                     Obstacle Center Team  31.0        2518.076
114405   CDB5FBZ8                            Independiente  42.0        3124.365
51762    CF2ZFAZF                            Independiente  36.0        3033.118
39062    CF76D8A5                                 Abingdon  31.0         996.452
143012   CF886ACF                            Independiente  28.0        4192.138
8105     CFB77297                            Independiente  58.0        4627.499
119881   CFC2Z7Z9                                           16.0        2913.768
77549    CFC9B9B1                      Fulham Running Club  31.0         999.232
93369    CFY72F65                       BROOKS ROAD RUNNER  24.0         971.332
106075   CY11CF41                            Independiente  41.0        1010.789
100059   CY1Z7Y7C                            Independiente  48.0        4331.230
112777   CY54A79B                FUN RUNNERS CLUB ESPORTIU  34.0        2682.521
52680    CZ7ZC467                            Independiente  46.0        2737.662
88026    CZYCZ194                              C.N.Vic ETB  51.0        6058.033
19433    CZZZ6823                   VfL Eintracht Hannover  30.0         988.656
55055    D117913Z                            Independiente  25.0        3040.712
13937    D11967Y7                            Independiente  58.0        3904.842
10060    D1757BZ8                            Independiente  27.0        1006.067
67441    D22CAAY4                           Lebres do sado  60.0        4028.582
27912    D24CBDYC                            Independiente  43.0        3417.858
6557     D275961C                            Independiente  41.0        2745.690
151250   D281Z865                            Independiente  26.0        2589.655
138119   D2A26DZF                                           36.0        2760.990
112988   D2C981Z5                              AGF Atletik  28.0        1003.402
142821   D2Z39844                      Rathfarnham WSAF AC  39.0        1025.695
37746    D368C221                            Independiente  37.0        2781.446
7874     D38817CC                            Independiente  37.0        3942.056
72017    D39FBDY4                             ACEP VALREAS  28.0         959.194
20284    D3YB8CA4                                      RHI  25.0        2691.195
22245    D41Y4AC2             Bjerringbro Atletik & Motion  27.0         922.793
147832   D47A8AF7                                   Kiprun  28.0        1009.474
64211    D4A85F1Y  We Are Genius by Johan Cruyff Institute  30.0        3171.334
3953     D4C941Y1                            Independiente  32.0        2849.829
12910    D4DDF46C                            Independiente  26.0        3405.753
105513   D4FAD945                            Independiente  25.0        2518.862
126165   D4Z16AF4                              AGF-ATLETIK  38.0         991.103
66337    D5622CF1                 Edinburgh Athletics Club  26.0        1021.396
28865    D56AC9BB                            Independiente  29.0        2575.779
21598    D6231622                           BSC Athlétisme  25.0        2525.539
63310    D67C361Y                            Independiente  25.0        6731.963
9225     D67Z2943                            Independiente  28.0        1019.842
86677    D681185A                            Independiente  37.0        2589.521
5660     D6A715C9                            Independiente  54.0        5252.950
34678    D6DZB64C                          Running Academy  36.0         992.889
158095   D75ZFDZ7                              KM COACHING  41.0        2803.047
146146   D7915A19                            Independiente  43.0        2566.642
66499    D7A4BZ74                            Independiente  27.0        2517.062
117772   D7CZ7BAF                            Independiente  51.0        2722.435
161975   D8B8BF2A                              CDF RUNNERS  29.0        1019.638
38453    D8CF648Y                     BROOKS TRAIL RUNNERS  28.0        4357.288
63337    D8CZB1B7                            Independiente  25.0        6206.303
114640   D934631A                                           41.0        2524.327
46238    D9Z1F19F                            Independiente  29.0        3118.439
80444    DA3635B6                            Independiente  25.0        2801.806
151647   DAY12ZC2                           Team FerMedica  28.0        1000.955
62649    DB159A65                            Strindheim IL  24.0         981.221
77007    DB4Y8ZY7                            BROOK RUNNING  32.0         915.205
41328    DB5CYYB7                                           30.0        2520.113
32407    DB5ZZBZB                                           63.0        2726.398
87400    DB79C7YD                            Independiente  24.0        1022.655
98843    DBZ43AB2                            Independiente  53.0        2673.099
159253   DBZD5ABD                            Independiente  31.0        2614.569
103714   DC83748F                            Independiente  29.0        2755.174
78284    DCCY5ZFZ                            Independiente  36.0        3609.582
94259    DCFZ8295                                  Li-Ning  30.0         892.750
62457    DCY428AD                            Independiente  23.0        2827.367
37949    DD63F7D7                            Independiente  65.0        2601.491
84965    DDB95CBB                            Independiente  50.0        2983.627
60695    DDDD3D68                                           25.0        4660.092
44261    DF1AY28B                            Independiente  52.0        4960.672
109115   DF611BY7                             NBRO Running  35.0        4620.040
104997   DY2A2591                                     BHAA  35.0        3352.556
7512     DY2Z7DYC                            Independiente  23.0        3099.367
26539    DY5F24Z2                            Independiente  62.0        2524.716
41817    DY714491               TRANSPERFECT CA TMB AFANOC  19.0        1011.353
13246    DYC1D387                      Atletiek Maastricht  33.0         900.445
111033   DYCBFYAY                     BROOKS TRAIL RUNNERS  27.0         952.804
45288    DYCF3AZ9                            AT CERDANYOLA  23.0        1001.797
50402    DYF969DB                                           29.0        2829.281
152142   DYYDZAD5                             LTV Koeflach  44.0        1016.089
79496    DYZAB27F                            Independiente  68.0        2614.579
94634    DZ23BFA6                            Independiente  46.0        4313.214
11248    DZYF2BDD                            Independiente  52.0        5518.354
4691     F12D5FCA                            Independiente  51.0        2543.510
87933    F1414BAZ                            Independiente  35.0        2613.281
69676    F1D6D427                            Independiente  50.0        3179.457
85975    F1F98ZFA                            Independiente  35.0        2694.990
149857   F1Y1Y6F9                            Independiente  35.0        1022.614
9970     F24B9Z2A                            Independiente  23.0        3565.561
78356    F26AB7BB                            Independiente  54.0        2829.357
3852     F26FAY28                            Independiente  39.0       10312.025
1572     F28476F6                               Tarongetes  48.0        3881.407
101456   F29BF6BC                            Independiente  30.0        2867.645
138353   F2D8784A                            Independiente  31.0        2614.433
113316   F2YF2AAF                                           33.0        2582.270
147606   F3C31F35                            Independiente  32.0        3204.145
137898   F3ZF51D4                            Independiente  32.0        2701.846
153324   F4614BDB                            Independiente  27.0        3122.542
133639   F47B9B31                                     CANB  48.0        2719.960
154353   F4C2ZD49                            Independiente  68.0        2672.980
95082    F52Z8Y9B                            Independiente  40.0        2689.333
145059   F551383F                            Independiente  47.0        2586.130
17002    F58455B6                            Independiente  32.0        2690.151
123696   F5FA4AF8                            Independiente  22.0        2607.941
139772   F5Z18Z85                            Independiente  57.0        2798.709
148737   F614FZ23                            Independiente  37.0        2523.823
64061    F6272A7Z                    CLUB ATLÈTIC MALLORCA  25.0         975.957
129881   F6315Y6D                         Esportiu Penedès  36.0        1010.633
25641    F65ZY329                            Independiente  51.0        3861.693
33790    F6891ZD3                                           31.0        2755.716
42811    F6ACC2BZ                               KL Running  31.0        2743.804
115592   F6B3Z3BD                            Independiente  53.0        2609.304
9279     F6CBC9C1                            Independiente  66.0        3014.855
86134    F6CF2B5B                            Independiente  24.0        3824.816
128850   F6YC8384                 STADE RENNAIS Athlétisme  30.0        1004.822
134455   F722Z34C                                 INERTIAL  33.0        1020.585
115855   F75B8311                            Independiente  25.0        3417.669
29064    F81F7198                            Independiente  22.0        2864.191
8010     F88YC572                            Independiente  46.0        4241.368
45106    F8CZB8C3                            Mazda Fellner  63.0        3497.274
130702   F918BZBF                            Independiente  24.0        2644.151
58182    F936D3B5                     Bweeng trail blazers  30.0        1018.506
12893    F98DC1DB                     Sleaford Striders AC  60.0        2523.655
39794    FA3FY82Z                            Independiente  63.0        2622.966
16938    FA5AB6DD                                 BRKEDOFF  25.0        3540.479
146310   FA639C3C                            Independiente  65.0        2590.575
123211   FAA33873                        Brkedoff Run Club  33.0        2784.173
87703    FAD97DFF                      Good Soles Run Club  25.0        3347.249
74707    FAZ2688C                             TS Innsbruck  31.0         996.014
128770   FB39347C                                     Nike  24.0         812.000
28557    FBC21595                            Independiente  26.0        2516.494
110394   FC9B4117                            Independiente  40.0        2546.265
157818   FD8A8D16                            Independiente  43.0        5562.571
34834    FD95BBAC                               KL Running  28.0         984.867
145325   FDC1AC17                            Independiente  52.0        9515.229
54545    FDZA6D59                            Independiente  50.0        2597.141
21580    FF1C5B55                            Independiente  29.0        2589.904
106871   FF26Y944                     Club natació Calella  27.0        1022.137
132199   FFAF3DCD                            Independiente  25.0        4046.400
140827   FY494CDD                            Independiente  27.0        2698.669
57260    FY8A94F3                                   PCteam  29.0        1012.693
148923   FY8D4D2F                 Athletic Track Tarragona  37.0        3011.656
157025   FYYBAYC6                            Independiente  32.0        4306.438
100987   FZ119969                            Independiente  54.0        3639.858
81181    FZYBC6DD                            Independiente  30.0        2851.537
125308   L2321681                            Independiente  24.0        2834.029
140883   L2718761                            Independiente  35.0        1012.264
79136    L3738189                                      NNR  32.0         848.996
142237   L7186151                                  RunLife  56.0        2837.757
1393     L7413986                          ASAD Montélimar  29.0        2888.439
142344   L7967988                            Independiente  39.0        3102.797
74212    L884933D                            Independiente  27.0        2523.255
136851   L9461812                             Haugesund IL  26.0         923.831
68349    Y1A89249                            Independiente  46.0        3477.629
22592    Y1C46475                            Independiente  32.0        2516.850
20015    Y22FY5Y4                            Independiente  24.0        3237.480
52747    Y27F1238                            Independiente  67.0        2558.081
54245    Y29866B2                            Independiente  67.0        2779.733
71101    Y29D86C4                            Independiente  47.0        3038.336
91419    Y29F5F1D                            Independiente  40.0        2510.234
7352     Y2C38FC5                            Independiente  21.0        4225.079
109175   Y2F6BAA7                                  Li-Ning  24.0         868.672
110830   Y31F7843                            Independiente  38.0        4115.323
79998    Y3279598                            Independiente  32.0        2762.418
49502    Y37BBF7D                      Road Runners Milano  58.0        2660.991
132384   Y39Z7AF8                            Independiente  29.0        2557.404
122196   Y3BA4YFD                            Independiente  28.0        2579.268
23919    Y3F7DC7B                            Independiente  53.0        3870.886
117033   Y3YZ5Y17                            Independiente  26.0        3133.113
115879   Y4ZCC684                            Independiente  56.0        2598.312
19944    Y5679BDC                                           28.0        2579.155
17614    Y5772B63                                  runnpac  31.0        3559.447
148822   Y57AZ33Z                            Independiente  56.0        2640.795
67319    Y59F613C                            Strindheim IL  27.0         984.605
29570    Y5FDBY39                            Independiente  35.0        3373.229
42206    Y616Z228                            Independiente  27.0        2616.419
86504    Y62AA84C                            Independiente  26.0        2613.858
76393    Y64DC951                            Independiente  47.0        2631.464
80460    Y65D26Y2                            Independiente  26.0        3394.274
86636    Y73596Z5                                   Brooks  27.0         941.723
86923    Y7AY9B39                            A.D. Marathon  37.0         983.950
74390    Y7F2Z3Y4                           CEP Cortaillod  19.0         947.643
123849   Y8644499               MIDNIGHT RUNNERS barcelona  36.0        3498.138
158679   Y898Z91F                            Independiente  22.0        2568.728
25630    Y8F3CACD                            Independiente  29.0        2617.419
113090   Y8FY9C16                           Moy Valley A.C  24.0         946.617
21093    Y8ZC36B4                                 eDO Team  31.0       10312.109
54689    Y91Y77Z6                            Independiente  23.0        2843.807
343      Y9456D4Y                            Independiente  47.0        2530.415
127310   Y95189BZ                            Independiente  39.0        3200.187
35636    Y9AC233Z                            Independiente  28.0        2657.817
112272   Y9DZ3AD9                            Independiente  58.0        2530.481
28691    YA2924B3                            Independiente  43.0        4474.721
132080   YAA2ZC1Y                            Independiente  30.0        1020.110
82241    YB665ZA4                            Independiente  24.0        3209.239
212      YC44F8YY                            Independiente  20.0        2668.221
153789   YC532216                            Independiente  29.0        3149.659
81158    YC83F915                            Independiente  52.0        2507.437
30582    YCD63DAZ                            Independiente  67.0        3184.086
78571    YD21DY1Z                Urban Athletics Barcelona  33.0        1018.898
117811   YD3Y485Y                            Independiente  32.0        4027.254
31443    YD56Z8B5                              Cornwall AC  29.0        1025.387
158523   YD846654                                 CORNER 4  67.0        2953.750
43196    YD916761                            Independiente  28.0        2753.134
139486   YF172B8F                            Independiente  43.0        2510.382
100061   YF238DCF                            Independiente  35.0        5818.420
123305   YF278222                            Independiente  31.0        2916.880
41142    YF3Z3C87                                           60.0        2544.840
123903   YFAFBDA6                            Independiente  32.0        2615.727
116011   YFB187AY                                  Run2Six  35.0        2712.209
44555    YFF5DC53                      CD. Yes With Cancer  55.0        4814.885
94483    YFZ87A23                                           25.0         929.482
108353   YFZ959C4                            Independiente  44.0        2513.867
3828     YY41FDC1                            Independiente  26.0        4848.313
2086     YY9857Y4                            Independiente  29.0        2520.285
32832    YYFC98Z7                                           53.0        2667.486
116730   YZ44A9Y8                            Independiente  21.0        2534.709
122604   YZ7DF8D3                            Independiente  32.0        3553.883
55548    YZB7D1Y9                            Independiente  24.0        2687.839
160068   YZDCC9Z9                            Independiente  40.0        2557.403
25879    Z13Y3157                            Independiente  32.0        2803.485
140877   Z1899646                            Independiente  64.0        2539.188
35783    Z26Y219A                            Independiente  36.0        2798.829
125516   Z2C9ZC8A                            Independiente  31.0        2697.950
51037    Z353B126                            Independiente  22.0        2797.512
155888   Z39CZFY6                            Independiente  31.0        2625.004
116117   Z41AY9C8                     PRORUNNERS BARCELONA  52.0        2920.157
31390    Z51641Y2                                  3852348  61.0        5546.647
101528   Z55F3927                                  PC Team  30.0        1016.961
137718   Z56566AC                            Independiente  60.0        2556.051
59980    Z593AZ79                            Independiente  31.0        2695.635
