
=== Evento(s): Marato ===
                                  athlete_id  split  netTime_sec       anomaly_type
510319                              3ZAF1BZD    15K     7304.732  Outlier de tiempo
510320                              3ZAF1BZD    20K     9844.673  Outlier de tiempo
510321                              3ZAF1BZD  Media    10437.355  Outlier de tiempo
510322                              3ZAF1BZD    25K    12539.929  Outlier de tiempo
510323                              3ZAF1BZD    30K    15435.299  Outlier de tiempo
510324                              3ZAF1BZD    35K    18313.479  Outlier de tiempo
510325                              3ZAF1BZD    40K    21273.570  Outlier de tiempo
510326                              3ZAF1BZD   Meta    22561.722  Outlier de tiempo
510416                              2B283179    10K     4884.247  Outlier de tiempo
510979                              31C963AF   Meta    22265.294  Outlier de tiempo
511413                              C8ABD45C    10K     4672.548  Outlier de tiempo
511414                              C8ABD45C    15K     6978.693  Outlier de tiempo
511416                              C8ABD45C  Media     9918.384  Outlier de tiempo
511544                              1D49799F    15K     7153.078  Outlier de tiempo
511545                              1D49799F    20K     9966.319  Outlier de tiempo
511546                              1D49799F  Media    10538.377  Outlier de tiempo
511547                              1D49799F    25K    12509.782  Outlier de tiempo
511548                              1D49799F    30K    15371.972  Outlier de tiempo
511549                              1D49799F    35K    18329.023  Outlier de tiempo
511550                              1D49799F    40K    21187.375  Outlier de tiempo
511551                              1D49799F   Meta    22472.810  Outlier de tiempo
511775                              1D8965C2    30K    14594.955  Outlier de tiempo
511776                              1D8965C2    35K    17593.735  Outlier de tiempo
511777                              1D8965C2    40K    20424.344  Outlier de tiempo
511778                              1D8965C2   Meta    21601.567  Outlier de tiempo
514435                              51ZC8Y5Z     5K     3031.056  Outlier de tiempo
514436                              51ZC8Y5Z    10K     6442.206  Outlier de tiempo
515023                              C92FYY21    30K    14496.936  Outlier de tiempo
516472                              4F27BB73    10K     4646.826  Outlier de tiempo
516675                              Z2FF6A67    30K    14984.814  Outlier de tiempo
516813                              3CB6F4FD    30K    14507.062  Outlier de tiempo
516814                              3CB6F4FD    35K    17415.762  Outlier de tiempo
516815                              3CB6F4FD    40K    20350.725  Outlier de tiempo
516816                              3CB6F4FD   Meta    21463.061  Outlier de tiempo
516927                              7Y27B2C1    25K    16229.433  Outlier de tiempo
518530                              C4F1ACY3     5K     2718.568  Outlier de tiempo
518531                              C4F1ACY3    10K     5779.234  Outlier de tiempo
518532                              C4F1ACY3    15K     8607.550  Outlier de tiempo
518533                              C4F1ACY3    20K    11338.244  Outlier de tiempo
518534                              C4F1ACY3  Media    11952.838  Outlier de tiempo
518535                              C4F1ACY3    25K    14025.894  Outlier de tiempo
518685                              YA632C21     5K      326.341  Outlier de tiempo
518686                              YA632C21    10K     1108.128  Outlier de tiempo
518687                              YA632C21    15K     1962.545  Outlier de tiempo
518688                              YA632C21    25K     3745.854  Outlier de tiempo
518689                              YA632C21    30K     4478.434  Outlier de tiempo
518690                              YA632C21    35K     5587.584  Outlier de tiempo
518691                              YA632C21    40K     6153.976  Outlier de tiempo
519103                              CB4F31Y4  Media     9984.730  Outlier de tiempo
519104                              CB4F31Y4    25K    11910.451  Outlier de tiempo
519346                              6Z7B6533   Meta    21362.047  Outlier de tiempo
519508                              5CY2BZ3C     5K     3031.328  Outlier de tiempo
519509                              5CY2BZ3C    10K     6442.033  Outlier de tiempo
519611                              4D1B89AA    10K     4797.653  Outlier de tiempo
519866                              C178899Y    15K     7230.059  Outlier de tiempo
519867                              C178899Y    20K     9896.649  Outlier de tiempo
519868                              C178899Y  Media    10487.846  Outlier de tiempo
519869                              C178899Y    25K    12575.405  Outlier de tiempo
519870                              C178899Y    30K    15384.265  Outlier de tiempo
519871                              C178899Y    40K    20755.054  Outlier de tiempo
519872                              C178899Y   Meta    21934.323  Outlier de tiempo
519877                              Y68Z4CZD    20K     9372.890  Outlier de tiempo
519878                              Y68Z4CZD  Media     9969.478  Outlier de tiempo
519879                              Y68Z4CZD    25K    12167.253  Outlier de tiempo
519880                              Y68Z4CZD    30K    15093.579  Outlier de tiempo
520615                              D8889668   Meta    21789.537  Outlier de tiempo
523597                              AZ4BY6Z7   Meta    21354.155  Outlier de tiempo
524135                              6C481CCD    10K     4823.973  Outlier de tiempo
524136                              6C481CCD    15K     7346.500  Outlier de tiempo
524137                              6C481CCD    20K     9461.678  Outlier de tiempo
524138                              6C481CCD  Media    10037.379  Outlier de tiempo
524139                              6C481CCD    25K    12481.471  Outlier de tiempo
524140                              6C481CCD    30K    14985.441  Outlier de tiempo
524141                              6C481CCD    35K    17243.351  Outlier de tiempo
525950                              15BZYZY1    35K    17309.711  Outlier de tiempo
525951                              15BZYZY1    40K    20420.305  Outlier de tiempo
525952                              15BZYZY1   Meta    21730.918  Outlier de tiempo
526376                              3D9ZD7C8     5K     2356.446  Outlier de tiempo
528951                              326CBYYA    25K    11881.544  Outlier de tiempo
528952                              326CBYYA    30K    14612.764  Outlier de tiempo
528953                              326CBYYA    35K    17210.334  Outlier de tiempo
529112                              7D76D69D    20K     9616.767  Outlier de tiempo
529113                              7D76D69D  Media    10174.826  Outlier de tiempo
530816                              4ZBD6D58    20K     9447.666  Outlier de tiempo
530817                              4ZBD6D58  Media    10117.619  Outlier de tiempo
532859                              B24DC14C    15K     6999.278  Outlier de tiempo
536475                              B86C7YZ4    10K     4904.232  Outlier de tiempo
536476                              B86C7YZ4    15K     7353.891  Outlier de tiempo
536477                              B86C7YZ4    20K     9470.834  Outlier de tiempo
536478                              B86C7YZ4  Media    10006.611  Outlier de tiempo
536479                              B86C7YZ4    25K    12551.639  Outlier de tiempo
536480                              B86C7YZ4    30K    14982.839  Outlier de tiempo
536481                              B86C7YZ4    35K    17247.759  Outlier de tiempo
537679                              ABDCB5C3    20K     9369.158  Outlier de tiempo
537680                              ABDCB5C3  Media    10045.643  Outlier de tiempo
537681                              ABDCB5C3    25K    12138.607  Outlier de tiempo
537682                              ABDCB5C3    30K    15013.255  Outlier de tiempo
537683                              ABDCB5C3    35K    17902.465  Outlier de tiempo
537684                              ABDCB5C3    40K    20773.147  Outlier de tiempo
537685                              ABDCB5C3   Meta    21912.666  Outlier de tiempo
538317                              ZC766Y78    15K     7094.872  Outlier de tiempo
538318                              ZC766Y78    20K     9709.632  Outlier de tiempo
538319                              ZC766Y78  Media    10362.145  Outlier de tiempo
538320                              ZC766Y78    25K    12473.634  Outlier de tiempo
538321                              ZC766Y78    30K    15372.644  Outlier de tiempo
538322                              ZC766Y78    35K    17765.880  Outlier de tiempo
538323                              ZC766Y78    40K    20185.809  Outlier de tiempo
538324                              ZC766Y78   Meta    21343.685  Outlier de tiempo
539231                              Y63D9A72    10K     4826.427  Outlier de tiempo
539232                              Y63D9A72    15K     7350.104  Outlier de tiempo
539233                              Y63D9A72    20K     9473.028  Outlier de tiempo
539234                              Y63D9A72  Media    10004.043  Outlier de tiempo
539235                              Y63D9A72    25K    12489.279  Outlier de tiempo
539236                              Y63D9A72    30K    14984.171  Outlier de tiempo
539237                              Y63D9A72    35K    17256.248  Outlier de tiempo
540818                              88BB6D14    10K     4868.715  Outlier de tiempo
540819                              88BB6D14    15K     7354.401  Outlier de tiempo
540820                              88BB6D14    20K     9615.859  Outlier de tiempo
540821                              88BB6D14  Media    10022.146  Outlier de tiempo
540822                              88BB6D14    25K    12533.678  Outlier de tiempo
540823                              88BB6D14    30K    14996.068  Outlier de tiempo
540824                              88BB6D14    35K    17243.718  Outlier de tiempo
544044                              YCDB554Z    15K     8338.381  Outlier de tiempo
544045                              YCDB554Z    20K    10210.012  Outlier de tiempo
544046                              YCDB554Z  Media    10674.644  Outlier de tiempo
544047                              YCDB554Z    25K    12228.449  Outlier de tiempo
544048                              YCDB554Z    30K    14632.870  Outlier de tiempo
545646                              ABY9Z4BA     5K     3477.269  Outlier de tiempo
545647                              ABY9Z4BA    10K     5653.582  Outlier de tiempo
545648                              ABY9Z4BA    15K     7709.542  Outlier de tiempo
545649                              ABY9Z4BA    20K     9845.526  Outlier de tiempo
545650                              ABY9Z4BA    30K    14540.991  Outlier de tiempo
546348                              861D396F    10K     4819.414  Outlier de tiempo
546349                              861D396F    15K     7351.301  Outlier de tiempo
546350                              861D396F    20K     9471.253  Outlier de tiempo
546351                              861D396F  Media    10026.582  Outlier de tiempo
546352                              861D396F    25K    12466.998  Outlier de tiempo
546353                              861D396F    30K    14957.328  Outlier de tiempo
546354                              861D396F    35K    17246.458  Outlier de tiempo
